voyage_id,origin_port,destination_port,carrier,vessel_type,vessel_age_yrs,vessel_capacity_teu,route_distance_nm,month,winter_flag,planned_speed_kn,actual_speed_kn,speed_deviation_kn,weather_severity,port_congestion_idx,fuel_efficiency_ratio,load_factor,mechanical_incident,warehouse_buffer_hrs,truck_slots_available,sla_deadline_hrs,shipping_cost_usd,delay_probability,delayed,delay_hours
V0600,Port Klang,Felixstowe,Evergreen,Tanker,6,10000,8100,10,0,19.21,20.45,-1.23,0.448,0.516,0.986,0.562,0,72,7,48,3360.37,0.1198,1,46.7
V0601,Chennai,Nhava Sheva,PIL,Container,20,2000,800,4,0,22.97,21.19,1.78,0.254,0.145,0.885,0.848,0,24,17,24,5092.77,0.2724,0,0.0
V0602,Colombo,Hamburg,Hapag-Lloyd,Container,19,18000,7800,10,0,15.96,14.92,1.04,0.526,0.473,0.834,0.751,0,48,17,24,4796.35,0.394,1,11.7
V0603,Hong Kong,Los Angeles,ONE,Container,4,18000,7250,8,0,14.23,10.85,3.37,0.414,0.545,1.015,0.988,0,12,1,48,5539.94,0.5168,0,0.0
V0604,Busan,Long Beach,HMM,Container,7,10000,5500,11,0,22.62,23.93,-1.31,0.464,0.671,0.918,0.919,0,24,2,72,4960.88,0.3868,0,0.0
V0605,Mumbai,Jebel Ali,MSC,Tanker,4,2000,1100,10,0,19.77,21.37,-1.59,0.336,0.267,0.953,0.627,0,48,18,48,2822.43,0.1185,0,0.0
V0606,Busan,Long Beach,HMM,Bulk Carrier,12,18000,5500,3,0,22.91,20.81,2.1,0.104,0.455,0.889,0.874,0,48,9,96,4314.03,0.373,0,0.0
V0607,Chennai,Nhava Sheva,PIL,Container,13,10000,800,11,0,19.97,19.39,0.58,0.371,0.293,0.81,0.769,0,48,5,24,3727.41,0.4146,1,3.4
V0608,Colombo,Hamburg,Hapag-Lloyd,Container,3,18000,7800,7,0,22.1,21.14,0.96,0.306,0.399,0.925,0.634,1,48,1,48,4209.27,0.1757,1,22.6
V0609,Chennai,Nhava Sheva,PIL,Ro-Ro,12,18000,800,3,0,18.3,17.6,0.7,0.774,0.257,0.99,0.864,0,24,7,48,4227.56,0.3165,0,0.0
V0610,Port Klang,Felixstowe,Evergreen,Container,2,18000,8100,6,0,21.5,22.79,-1.29,0.237,0.697,1.1,0.796,0,72,2,24,3063.11,0.1783,0,0.0
V0611,Singapore,Rotterdam,Maersk,Container,2,10000,8400,4,0,23.13,21.01,2.12,0.143,0.708,1.1,0.564,0,12,3,96,3057.8,0.3097,0,0.0
V0612,Colombo,Hamburg,Hapag-Lloyd,Container,9,5000,7800,6,0,19.72,19.99,-0.27,0.414,0.64,0.804,0.841,0,24,4,48,5610.86,0.3536,1,74.8
V0613,Singapore,Rotterdam,Maersk,Tanker,1,18000,8400,7,0,15.81,15.34,0.47,0.301,0.737,0.876,0.836,0,24,3,48,5129.5,0.2001,0,0.0
V0614,Hong Kong,Los Angeles,ONE,Bulk Carrier,8,18000,7250,8,0,16.69,15.84,0.85,0.313,0.477,0.825,0.615,0,72,19,24,3091.21,0.2595,0,0.0
V0615,Mumbai,Jebel Ali,MSC,Container,6,18000,1100,6,0,15.99,16.22,-0.23,0.36,0.167,0.951,0.707,0,48,12,96,3489.44,0.083,0,0.0
V0616,Shanghai,Dubai,COSCO Shipping,Container,6,5000,6200,4,0,16.47,15.65,0.82,0.068,0.451,0.715,0.814,0,48,15,72,4874.58,0.2204,0,0.0
V0617,Chennai,Nhava Sheva,PIL,Bulk Carrier,18,5000,800,9,0,17.06,15.49,1.57,0.131,0.054,0.773,0.612,0,48,4,48,3635.94,0.2021,0,0.0
V0618,Busan,Long Beach,HMM,Bulk Carrier,17,24000,5500,7,0,19.55,17.57,1.98,0.269,0.563,0.943,0.934,0,48,1,96,4985.44,0.5769,1,5.5
V0619,Mumbai,Jebel Ali,MSC,Container,12,18000,1100,9,0,19.88,19.82,0.06,0.091,0.23,0.959,0.562,0,72,16,96,3260.98,0.1533,0,0.0
V0620,Colombo,Hamburg,Hapag-Lloyd,Ro-Ro,6,24000,7800,3,0,18.26,18.2,0.06,0.417,0.182,0.899,0.596,0,48,6,24,3906.29,0.0821,0,0.0
V0621,Singapore,Rotterdam,Maersk,Container,8,18000,8400,5,0,20.15,20.1,0.05,0.158,0.516,0.885,0.602,0,72,17,24,3833.9,0.2364,1,62.5
V0622,Busan,Long Beach,HMM,Container,19,10000,5500,1,1,14.82,13.18,1.64,0.182,0.659,0.855,0.788,0,48,5,24,5034.76,0.6152,1,17.9
V0623,Singapore,Rotterdam,Maersk,Ro-Ro,10,18000,8400,11,0,14.88,13.74,1.14,0.144,0.408,0.975,0.829,0,48,13,72,4680.8,0.1795,0,0.0
V0624,Port Klang,Felixstowe,Evergreen,Container,1,24000,8100,12,1,15.72,16.66,-0.94,0.188,0.832,0.947,0.732,0,24,12,48,5104.09,0.3012,1,42.2
V0625,Singapore,Rotterdam,Maersk,Bulk Carrier,13,10000,8400,8,0,19.18,18.12,1.07,0.725,0.629,0.851,0.68,0,72,1,72,3836.8,0.5051,0,0.0
V0626,Port Klang,Felixstowe,Evergreen,Container,17,18000,8100,1,1,16.14,14.81,1.33,0.362,0.559,0.785,0.914,0,48,12,48,5254.8,0.659,1,14.1
V0627,Hong Kong,Los Angeles,ONE,Container,3,5000,7250,1,1,16.83,18.51,-1.67,0.426,0.303,0.863,0.581,0,48,2,72,3581.45,0.2016,0,0.0
V0628,Busan,Long Beach,HMM,Ro-Ro,8,10000,5500,7,0,18.0,19.05,-1.05,0.401,0.112,0.902,0.676,0,48,18,72,3985.24,0.1624,0,0.0
V0629,Busan,Long Beach,HMM,Container,14,18000,5500,11,0,22.12,20.78,1.34,0.736,0.606,0.836,0.568,0,48,9,72,2226.15,0.5345,0,0.0
V0630,Shanghai,Dubai,COSCO Shipping,Tanker,3,5000,6200,8,0,14.14,13.22,0.92,0.218,0.588,0.869,0.556,0,24,16,48,3578.02,0.2269,0,0.0
V0631,Colombo,Hamburg,Hapag-Lloyd,Container,16,5000,7800,3,0,20.49,15.08,5.42,0.492,0.325,0.892,0.709,0,24,15,96,3567.53,0.833,1,36.9
V0632,Port Klang,Felixstowe,Evergreen,Container,13,10000,8100,2,1,20.69,18.56,2.12,0.462,0.535,0.909,0.638,0,48,10,72,4244.17,0.6321,1,32.3
V0633,Shanghai,Dubai,COSCO Shipping,Container,20,5000,6200,7,0,21.99,19.54,2.45,0.299,0.643,0.856,0.671,0,12,2,72,4234.99,0.6369,0,0.0
V0634,Singapore,Rotterdam,Maersk,Bulk Carrier,17,5000,8400,10,0,23.33,23.17,0.15,0.386,0.181,0.769,0.919,0,48,4,48,6093.45,0.1543,0,0.0
V0635,Singapore,Rotterdam,Maersk,Container,13,10000,8400,5,0,14.2,12.46,1.74,0.902,0.49,0.711,0.623,0,48,18,96,3457.05,0.7089,1,59.6
V0636,Shanghai,Dubai,COSCO Shipping,Tanker,6,24000,6200,1,1,15.54,15.06,0.48,0.1,0.536,0.977,0.901,0,24,19,48,5364.19,0.152,0,0.0
V0637,Busan,Long Beach,HMM,Container,17,10000,5500,2,1,22.86,18.74,4.13,0.526,0.333,0.777,0.854,0,12,18,72,4905.02,0.8055,1,21.4
V0638,Singapore,Rotterdam,Maersk,Ro-Ro,14,5000,8400,3,0,18.59,15.55,3.04,0.395,0.595,0.789,0.697,0,72,14,48,4208.63,0.584,1,25.0
V0639,Chennai,Nhava Sheva,PIL,Container,17,2000,800,6,0,19.65,19.24,0.4,0.184,0.083,0.729,0.796,0,48,8,72,3538.33,0.1307,0,0.0
V0640,Hong Kong,Los Angeles,ONE,Tanker,8,18000,7250,1,1,20.63,21.93,-1.3,0.378,0.15,0.898,0.75,0,24,5,96,4660.4,0.0928,0,0.0
V0641,Hong Kong,Los Angeles,ONE,Tanker,11,10000,7250,8,0,20.79,19.96,0.83,0.462,0.297,1.016,0.608,0,72,5,48,4577.35,0.2453,0,0.0
V0642,Chennai,Nhava Sheva,PIL,Tanker,20,18000,800,2,1,23.32,22.4,0.92,0.092,0.066,0.76,0.958,0,48,8,48,4766.87,0.1521,1,2.4
V0643,Shanghai,Dubai,COSCO Shipping,Tanker,1,18000,6200,5,0,23.97,25.07,-1.1,0.47,0.445,0.903,0.806,0,24,11,48,5402.51,0.0987,0,0.0
V0644,Chennai,Nhava Sheva,PIL,Tanker,7,18000,800,8,0,21.2,19.43,1.77,0.259,0.164,0.982,0.946,0,24,7,24,5399.52,0.2141,0,0.0
V0645,Port Klang,Felixstowe,Evergreen,Bulk Carrier,21,5000,8100,5,0,16.87,14.36,2.51,0.459,0.458,0.804,0.921,0,24,13,72,4505.99,0.6881,1,52.8
V0646,Port Klang,Felixstowe,Evergreen,Container,21,18000,8100,8,0,22.8,18.95,3.85,0.282,0.639,0.7,0.586,0,72,17,24,3471.88,0.7744,1,14.0
V0647,Shanghai,Dubai,COSCO Shipping,Container,17,5000,6200,6,0,14.49,15.08,-0.59,0.359,0.278,0.883,0.643,0,48,19,48,3685.98,0.2444,0,0.0
V0648,Chennai,Nhava Sheva,PIL,Ro-Ro,10,24000,800,7,0,16.31,15.18,1.13,0.146,0.483,1.07,0.615,0,48,3,48,3834.74,0.1669,0,0.0
V0649,Port Klang,Felixstowe,Evergreen,Bulk Carrier,11,18000,8100,8,0,22.97,22.12,0.86,0.477,0.512,0.7,0.924,0,72,2,24,5581.28,0.348,0,0.0
V0650,Busan,Long Beach,HMM,Tanker,9,10000,5500,3,0,16.56,15.28,1.28,0.127,0.548,0.811,0.938,0,12,6,72,5995.83,0.2492,1,64.8
V0651,Chennai,Nhava Sheva,PIL,Container,9,5000,800,12,1,16.21,16.96,-0.76,0.387,0.157,0.7,0.788,0,12,19,24,3965.73,0.1514,0,0.0
V0652,Busan,Long Beach,HMM,Container,5,5000,5500,5,0,15.38,17.68,-2.3,0.168,0.802,0.944,0.597,0,24,15,72,4303.75,0.0799,0,0.0
V0653,Port Klang,Felixstowe,Evergreen,Container,17,18000,8100,10,0,22.59,19.06,3.54,0.487,0.491,0.909,0.611,0,12,4,48,4253.3,0.6149,1,66.9
V0654,Hong Kong,Los Angeles,ONE,Bulk Carrier,9,5000,7250,7,0,19.0,17.74,1.26,0.086,0.521,0.918,0.916,0,48,19,48,5402.62,0.2819,0,0.0
V0655,Port Klang,Felixstowe,Evergreen,Container,17,10000,8100,9,0,20.75,19.19,1.56,0.731,0.647,0.941,0.968,0,48,7,48,6400.04,0.5723,0,0.0
V0656,Busan,Long Beach,HMM,Container,21,5000,5500,6,0,16.39,16.52,-0.13,0.224,0.415,0.856,0.64,0,24,14,24,3606.52,0.1955,1,8.3
V0657,Mumbai,Jebel Ali,MSC,Container,19,18000,1100,10,0,21.58,18.86,2.72,0.373,0.472,0.946,0.555,0,24,7,48,3917.42,0.5547,0,0.0
V0658,Colombo,Hamburg,Hapag-Lloyd,Container,7,18000,7800,1,1,21.6,18.17,3.43,0.026,0.509,1.023,0.699,0,24,14,24,3699.86,0.3278,0,0.0
V0659,Singapore,Rotterdam,Maersk,Bulk Carrier,9,18000,8400,11,0,17.13,18.25,-1.12,0.07,0.418,0.878,0.564,0,72,5,48,3611.36,0.1852,0,0.0
V0660,Chennai,Nhava Sheva,PIL,Container,7,18000,800,8,0,18.11,18.36,-0.25,0.795,0.102,0.935,0.923,0,48,15,48,4759.34,0.2143,0,0.0
V0661,Mumbai,Jebel Ali,MSC,Tanker,13,5000,1100,6,0,16.1,13.72,2.38,0.178,0.175,0.801,0.771,0,48,12,48,3617.0,0.218,0,0.0
V0662,Port Klang,Felixstowe,Evergreen,Container,11,2000,8100,1,1,23.77,21.68,2.09,0.775,0.301,0.872,0.839,0,24,17,72,5363.37,0.702,1,42.3
V0663,Hong Kong,Los Angeles,ONE,Container,14,18000,7250,4,0,20.46,21.84,-1.39,0.404,0.566,0.865,0.735,0,48,5,72,4485.55,0.2461,0,0.0
V0664,Shanghai,Dubai,COSCO Shipping,Container,19,10000,6200,6,0,23.35,23.22,0.12,0.275,0.579,0.803,0.705,0,12,19,48,4436.34,0.2858,0,0.0
V0665,Port Klang,Felixstowe,Evergreen,Container,11,10000,8100,10,0,17.03,17.49,-0.46,0.427,0.33,0.997,0.65,0,72,10,48,3777.4,0.2743,0,0.0
V0666,Hong Kong,Los Angeles,ONE,Container,13,2000,7250,1,1,21.82,20.45,1.37,0.373,0.389,0.844,0.897,0,48,12,48,4845.63,0.3708,1,4.0
V0667,Colombo,Hamburg,Hapag-Lloyd,Container,14,5000,7800,10,0,21.66,21.53,0.13,0.326,0.575,0.785,0.863,0,48,2,72,5236.68,0.3606,0,0.0
V0668,Port Klang,Felixstowe,Evergreen,Bulk Carrier,13,2000,8100,5,0,20.92,20.73,0.19,0.222,0.67,0.8,0.712,0,48,17,72,4898.18,0.2239,1,12.4
V0669,Busan,Long Beach,HMM,Container,1,24000,5500,3,0,23.66,24.87,-1.22,0.596,0.688,1.042,0.695,1,48,5,24,5054.23,0.3855,0,0.0
V0670,Shanghai,Dubai,COSCO Shipping,Bulk Carrier,8,5000,6200,7,0,17.94,16.56,1.37,0.274,0.578,0.808,0.551,0,24,15,48,2583.16,0.34,0,0.0
V0671,Hong Kong,Los Angeles,ONE,Tanker,12,10000,7250,8,0,15.31,12.86,2.44,0.247,0.814,0.864,0.579,1,24,13,96,3664.47,0.6452,1,48.6
V0672,Hong Kong,Los Angeles,ONE,Tanker,19,2000,7250,3,0,20.72,19.08,1.64,0.142,0.678,0.916,0.83,0,48,11,48,5243.76,0.3102,1,5.2
V0673,Hong Kong,Los Angeles,ONE,Container,12,18000,7250,10,0,21.29,20.86,0.43,0.5,0.422,0.903,0.782,0,12,18,48,4960.5,0.3202,0,0.0
V0674,Colombo,Hamburg,Hapag-Lloyd,Container,8,10000,7800,3,0,19.75,21.09,-1.34,0.113,0.594,0.914,0.746,0,12,9,48,4053.87,0.2043,0,0.0
V0675,Port Klang,Felixstowe,Evergreen,Container,8,24000,8100,11,0,16.07,14.47,1.6,0.155,0.453,0.917,0.922,0,48,16,48,5220.44,0.2823,0,0.0
V0676,Colombo,Hamburg,Hapag-Lloyd,Container,21,24000,7800,3,0,19.04,15.94,3.11,0.242,0.723,0.708,0.777,0,72,15,24,4812.86,0.7387,1,19.5
V0677,Chennai,Nhava Sheva,PIL,Ro-Ro,13,10000,800,11,0,17.12,14.23,2.89,0.036,0.067,0.801,0.723,0,72,4,48,5052.81,0.2095,0,0.0
V0678,Singapore,Rotterdam,Maersk,Container,12,24000,8400,6,0,18.27,17.38,0.9,0.148,0.245,0.864,0.623,0,12,12,72,4592.38,0.1979,1,10.7
V0679,Singapore,Rotterdam,Maersk,Container,16,24000,8400,6,0,20.45,16.77,3.68,0.549,0.678,0.862,0.919,0,24,13,24,5779.76,0.8116,0,0.0
V0680,Chennai,Nhava Sheva,PIL,Bulk Carrier,1,18000,800,3,0,21.45,20.85,0.61,0.293,0.017,1.066,0.809,0,48,9,96,2795.92,0.108,0,0.0
V0681,Port Klang,Felixstowe,Evergreen,Bulk Carrier,13,18000,8100,6,0,16.32,12.69,3.63,0.294,0.337,0.877,0.592,0,72,15,48,3271.32,0.5369,0,0.0
V0682,Busan,Long Beach,HMM,Bulk Carrier,7,5000,5500,9,0,18.05,17.87,0.18,0.354,0.445,1.038,0.842,0,72,18,72,4255.58,0.2043,0,0.0
V0683,Colombo,Hamburg,Hapag-Lloyd,Container,5,10000,7800,11,0,16.69,17.43,-0.74,0.595,0.376,1.078,0.741,0,72,7,48,4821.42,0.1662,0,0.0
V0684,Shanghai,Dubai,COSCO Shipping,Container,8,2000,6200,8,0,15.99,13.55,2.44,0.421,0.641,0.984,0.915,0,48,12,48,5251.51,0.5709,1,17.9
V0685,Hong Kong,Los Angeles,ONE,Container,14,2000,7250,11,0,21.83,23.22,-1.39,0.534,0.566,0.958,0.964,0,24,10,96,5369.96,0.2136,0,0.0
V0686,Hong Kong,Los Angeles,ONE,Container,13,24000,7250,7,0,23.09,25.56,-2.47,0.463,0.497,0.791,0.82,0,12,7,24,5138.27,0.2465,1,11.2
V0687,Port Klang,Felixstowe,Evergreen,Container,15,10000,8100,7,0,17.7,15.92,1.78,0.315,0.475,0.758,0.879,0,12,14,96,4612.77,0.3454,0,0.0
V0688,Busan,Long Beach,HMM,Container,17,18000,5500,8,0,21.51,19.78,1.73,0.241,0.427,0.871,0.575,1,48,15,72,3129.92,0.7962,0,0.0
V0689,Singapore,Rotterdam,Maersk,Container,15,18000,8400,7,0,22.97,26.0,-3.03,0.419,0.551,0.743,0.802,0,12,4,72,4985.63,0.3511,1,10.0
V0690,Singapore,Rotterdam,Maersk,Container,20,24000,8400,3,0,22.46,19.85,2.61,0.709,0.215,0.777,0.89,0,48,8,24,6392.12,0.5408,1,9.3
V0691,Hong Kong,Los Angeles,ONE,Container,18,24000,7250,8,0,15.83,13.2,2.63,0.29,0.221,0.882,0.774,0,48,19,72,5185.54,0.2853,0,0.0
V0692,Port Klang,Felixstowe,Evergreen,Bulk Carrier,18,5000,8100,8,0,23.56,22.08,1.48,0.607,0.474,0.933,0.817,0,12,19,24,5273.01,0.3517,0,0.0
V0693,Colombo,Hamburg,Hapag-Lloyd,Bulk Carrier,2,2000,7800,1,1,17.77,19.26,-1.49,0.371,0.204,0.96,0.955,1,72,5,96,5508.27,0.1568,0,0.0
V0694,Singapore,Rotterdam,Maersk,Tanker,4,10000,8400,10,0,17.39,17.72,-0.33,0.383,0.555,0.908,0.639,0,48,3,72,4194.64,0.1387,0,0.0
V0695,Colombo,Hamburg,Hapag-Lloyd,Container,1,5000,7800,5,0,14.62,13.88,0.75,0.458,0.866,1.016,0.594,0,72,10,48,4515.09,0.2571,0,0.0
V0696,Busan,Long Beach,HMM,Container,4,2000,5500,5,0,18.86,17.23,1.63,0.146,0.224,0.874,0.861,0,72,15,96,5876.82,0.1332,0,0.0
V0697,Singapore,Rotterdam,Maersk,Container,18,10000,8400,1,1,15.09,13.92,1.17,0.577,0.614,0.806,0.92,0,24,2,24,5489.43,0.7145,0,0.0
V0698,Singapore,Rotterdam,Maersk,Bulk Carrier,5,18000,8400,6,0,16.49,15.22,1.26,0.414,0.686,0.949,0.933,0,24,10,96,5896.91,0.3368,0,0.0
V0699,Mumbai,Jebel Ali,MSC,Bulk Carrier,19,10000,1100,6,0,17.17,17.07,0.1,0.306,0.138,0.808,0.839,0,24,16,72,4782.75,0.2127,0,0.0
V0700,Singapore,Rotterdam,Maersk,Container,15,10000,8400,12,1,22.09,21.14,0.95,0.242,0.544,0.857,0.925,0,48,3,24,5837.13,0.2923,1,26.4
V0701,Chennai,Nhava Sheva,PIL,Ro-Ro,8,18000,800,4,0,22.75,20.27,2.49,0.206,0.58,0.853,0.865,0,48,7,48,3767.81,0.3625,0,0.0
V0702,Shanghai,Dubai,COSCO Shipping,Container,20,5000,6200,6,0,17.02,15.74,1.28,0.042,0.216,0.742,0.589,0,72,19,72,3318.11,0.1513,0,0.0
V0703,Chennai,Nhava Sheva,PIL,Container,17,2000,800,6,0,22.59,20.72,1.86,0.137,0.025,0.77,0.893,0,24,15,72,4930.91,0.2412,1,4.5
V0704,Port Klang,Felixstowe,Evergreen,Bulk Carrier,1,18000,8100,1,1,22.57,20.92,1.65,0.353,0.252,0.86,0.631,0,48,12,48,3843.82,0.2684,1,10.1
V0705,Port Klang,Felixstowe,Evergreen,Tanker,12,18000,8100,5,0,21.65,20.64,1.0,0.453,0.421,0.907,0.656,0,72,2,48,5151.17,0.4878,1,23.8
V0706,Colombo,Hamburg,Hapag-Lloyd,Bulk Carrier,19,18000,7800,2,1,15.47,13.53,1.94,0.353,0.45,0.882,0.728,0,48,13,48,4420.17,0.4913,0,0.0
V0707,Chennai,Nhava Sheva,PIL,Tanker,15,2000,800,7,0,20.9,17.16,3.74,0.287,0.436,0.914,0.692,0,12,19,96,2886.84,0.4866,0,0.0
V0708,Chennai,Nhava Sheva,PIL,Container,9,18000,800,9,0,23.45,23.61,-0.16,0.25,0.272,0.889,0.695,0,48,7,48,4087.02,0.1331,0,0.0
V0709,Chennai,Nhava Sheva,PIL,Tanker,7,18000,800,9,0,20.83,19.19,1.64,0.226,0.108,0.865,0.626,0,24,3,96,3046.84,0.1606,1,1.1
V0710,Busan,Long Beach,HMM,Container,2,10000,5500,11,0,17.32,19.18,-1.86,0.098,0.293,1.04,0.682,0,12,6,48,3930.8,0.0802,0,0.0
V0711,Singapore,Rotterdam,Maersk,Tanker,9,18000,8400,9,0,19.01,19.54,-0.53,0.249,0.361,0.961,0.559,0,24,1,48,4236.2,0.1274,0,0.0
V0712,Shanghai,Dubai,COSCO Shipping,Container,10,24000,6200,11,0,20.46,19.44,1.02,0.477,0.219,0.917,0.763,1,24,2,24,4062.83,0.3527,1,22.7
V0713,Colombo,Hamburg,Hapag-Lloyd,Tanker,2,10000,7800,7,0,19.11,18.05,1.05,0.694,0.509,1.1,0.896,0,48,1,96,5456.39,0.2886,1,34.2
V0714,Chennai,Nhava Sheva,PIL,Container,19,10000,800,7,0,15.2,12.23,2.97,0.527,0.387,0.808,0.938,0,24,4,24,4180.38,0.625,0,0.0
V0715,Chennai,Nhava Sheva,PIL,Bulk Carrier,11,24000,800,1,1,17.12,17.07,0.05,0.562,0.223,0.869,0.919,0,48,5,48,4729.93,0.1251,0,0.0
V0716,Mumbai,Jebel Ali,MSC,Container,13,18000,1100,11,0,22.02,20.4,1.62,0.239,0.149,0.838,0.737,0,12,2,72,2999.67,0.318,0,0.0
V0717,Colombo,Hamburg,Hapag-Lloyd,Bulk Carrier,10,10000,7800,11,0,22.61,21.71,0.91,0.613,0.473,0.775,0.879,0,12,16,72,4909.04,0.5276,0,0.0
V0718,Chennai,Nhava Sheva,PIL,Container,14,18000,800,6,0,15.37,13.77,1.6,0.197,0.272,0.913,0.68,0,12,8,72,3942.9,0.3161,0,0.0
V0719,Colombo,Hamburg,Hapag-Lloyd,Container,18,10000,7800,5,0,23.52,21.19,2.33,0.274,0.868,0.812,0.575,0,24,15,96,4459.64,0.5876,1,32.9
V0720,Singapore,Rotterdam,Maersk,Container,19,5000,8400,8,0,17.29,14.35,2.94,0.444,0.555,0.851,0.854,0,24,11,96,4836.53,0.606,1,32.2
V0721,Mumbai,Jebel Ali,MSC,Container,9,10000,1100,8,0,20.62,17.57,3.06,0.39,0.146,1.057,0.842,0,48,10,72,3893.97,0.4119,1,1.8
V0722,Colombo,Hamburg,Hapag-Lloyd,Tanker,7,24000,7800,11,0,21.52,22.05,-0.53,0.582,0.444,0.899,0.911,0,72,3,72,5540.85,0.1792,0,0.0
V0723,Shanghai,Dubai,COSCO Shipping,Container,3,24000,6200,4,0,22.12,22.19,-0.08,0.246,0.542,0.783,0.827,0,24,11,72,4476.05,0.2164,0,0.0
V0724,Shanghai,Dubai,COSCO Shipping,Ro-Ro,20,10000,6200,1,1,23.46,21.28,2.18,0.284,0.37,0.838,0.621,0,12,17,24,4315.84,0.3094,0,0.0
V0725,Port Klang,Felixstowe,Evergreen,Container,6,10000,8100,6,0,17.13,19.28,-2.15,0.441,0.101,0.953,0.934,0,24,10,72,4946.53,0.0972,0,0.0
V0726,Mumbai,Jebel Ali,MSC,Container,21,5000,1100,10,0,22.59,22.39,0.19,0.279,0.113,0.731,0.832,0,72,17,48,3979.79,0.1253,1,1.7
V0727,Mumbai,Jebel Ali,MSC,Tanker,2,24000,1100,1,1,15.32,14.07,1.25,0.263,0.207,1.012,0.913,0,48,14,72,5605.28,0.2088,0,0.0
V0728,Port Klang,Felixstowe,Evergreen,Bulk Carrier,6,24000,8100,5,0,21.05,21.29,-0.24,0.647,0.808,1.003,0.898,0,48,1,72,5652.84,0.4736,1,35.3
V0729,Colombo,Hamburg,Hapag-Lloyd,Container,3,18000,7800,5,0,21.42,21.79,-0.37,0.342,0.699,0.894,0.684,0,24,9,96,4648.41,0.2417,0,0.0
V0730,Mumbai,Jebel Ali,MSC,Bulk Carrier,16,18000,1100,3,0,20.78,20.74,0.03,0.163,0.429,0.816,0.584,0,24,15,48,2954.65,0.3083,0,0.0
V0731,Shanghai,Dubai,COSCO Shipping,Bulk Carrier,8,18000,6200,5,0,16.52,15.13,1.39,0.436,0.614,1.038,0.629,0,24,4,72,3160.06,0.3689,1,8.2
V0732,Shanghai,Dubai,COSCO Shipping,Container,2,10000,6200,6,0,22.73,23.18,-0.44,0.329,0.121,0.922,0.592,0,72,3,48,4477.38,0.1066,0,0.0
V0733,Chennai,Nhava Sheva,PIL,Ro-Ro,17,2000,800,5,0,15.69,14.08,1.6,0.194,0.143,0.835,0.66,0,24,7,96,3491.25,0.1385,0,0.0
V0734,Singapore,Rotterdam,Maersk,Ro-Ro,9,10000,8400,1,1,14.54,14.98,-0.45,0.675,0.723,0.7,0.757,0,48,3,48,5266.5,0.4926,0,0.0
V0735,Mumbai,Jebel Ali,MSC,Bulk Carrier,12,18000,1100,12,1,21.17,17.16,4.01,0.035,0.073,0.761,0.958,0,48,15,24,4785.4,0.3616,0,0.0
V0736,Colombo,Hamburg,Hapag-Lloyd,Container,3,18000,7800,12,1,18.75,17.85,0.9,0.346,0.687,0.983,0.942,0,48,10,48,5635.23,0.2746,1,16.4
V0737,Port Klang,Felixstowe,Evergreen,Bulk Carrier,11,10000,8100,7,0,22.49,23.13,-0.64,0.412,0.302,0.988,0.873,0,24,16,48,5138.86,0.1818,0,0.0
V0738,Port Klang,Felixstowe,Evergreen,Container,1,24000,8100,3,0,17.83,16.85,0.98,0.525,0.205,0.881,0.561,0,48,17,48,3879.17,0.1015,0,0.0
V0739,Colombo,Hamburg,Hapag-Lloyd,Container,13,5000,7800,7,0,15.68,13.47,2.21,0.446,0.154,0.876,0.704,0,12,19,96,4218.77,0.4109,0,0.0
V0740,Busan,Long Beach,HMM,Container,15,10000,5500,5,0,22.36,21.5,0.86,0.242,0.357,0.82,0.857,0,72,1,24,4514.15,0.2058,1,12.3
V0741,Hong Kong,Los Angeles,ONE,Container,5,18000,7250,12,1,19.49,18.02,1.46,0.527,0.294,1.026,0.608,0,12,1,72,3811.23,0.2961,1,18.7
V0742,Singapore,Rotterdam,Maersk,Tanker,21,18000,8400,3,0,15.89,13.18,2.71,0.295,0.57,0.7,0.91,0,12,14,48,5824.36,0.6845,1,45.2
V0743,Port Klang,Felixstowe,Evergreen,Bulk Carrier,17,18000,8100,11,0,21.2,19.43,1.77,0.352,0.591,0.864,0.962,0,24,2,24,6361.62,0.6208,0,0.0
V0744,Mumbai,Jebel Ali,MSC,Bulk Carrier,6,5000,1100,6,0,19.11,18.86,0.25,0.271,0.35,0.888,0.709,0,72,2,96,3005.0,0.187,0,0.0
V0745,Singapore,Rotterdam,Maersk,Container,21,5000,8400,1,1,20.04,18.35,1.69,0.566,0.306,0.808,0.868,1,24,10,48,5789.49,0.6623,1,25.5
V0746,Mumbai,Jebel Ali,MSC,Container,11,18000,1100,6,0,18.61,18.42,0.19,0.685,0.191,0.896,0.617,0,48,15,96,2866.33,0.3057,0,0.0
V0747,Busan,Long Beach,HMM,Container,18,10000,5500,4,0,22.29,21.2,1.09,0.477,0.246,0.8,0.861,0,12,15,72,4460.48,0.3223,0,0.0
V0748,Shanghai,Dubai,COSCO Shipping,Ro-Ro,4,5000,6200,4,0,22.3,23.09,-0.8,0.226,0.715,0.998,0.56,0,12,7,72,3065.88,0.2403,0,0.0
V0749,Singapore,Rotterdam,Maersk,Container,3,18000,8400,5,0,21.09,20.67,0.43,0.404,0.289,0.973,0.618,0,48,8,48,5399.17,0.1598,0,0.0
V0750,Chennai,Nhava Sheva,PIL,Tanker,13,10000,800,9,0,15.05,12.94,2.12,0.163,0.126,0.859,0.869,0,24,11,96,4815.42,0.1421,0,0.0
